flex1,flex2,flex3,flex4,flex5,ax,ay,az,gx,gy,label
4095,3603,3910,3424,4095,5.61,3.36,3.42,0.37,1.21,comer
4095,3680,3779,3366,4095,5.42,0.87,4.74,-0.54,-2.17,comer
4095,3523,3583,3343,4095,3.85,-0.59,-1.98,-2.05,-4.37,comer
4095,3998,3837,4095,4095,4.26,5.77,-18.83,0.98,-3.36,comer
4095,4078,3646,4051,4095,6.72,2.25,-10.05,0.03,-0.28,comer
4095,4095,3677,4086,4095,5.20,2.60,-8.04,0.12,-0.29,comer
4095,4095,3742,4095,4095,4.59,1.99,-8.46,0.03,-0.20,comer

3889,3067,3020,2979,3030,1.29,0.68,-1.74,-1.02,3.91,comer
3501,2850,2942,2784,2866,5.72,2.29,-1.47,-0.95,4.37,comer
3561,2842,3026,2752,2903,6.26,-2.37,7.93,0.20,1.31,comer
3649,2960,2982,2800,2977,9.99,1.36,-2.33,-0.56,-2.04,comer
3725,3071,3099,2930,3051,12.33,-1.70,3.19,0.79,2.24,comer
4016,3196,3136,3169,3261,7.87,-2.06,6.48,-0.46,-2.13,comer
4095,3298,3216,3444,3403,12.76,4.88,-5.30,-1.37,0.79,comer
4095,3335,3353,3719,3470,9.62,-1.75,4.76,2.17,2.90,comer
4095,3342,3317,3666,3533,3.38,-0.90,8.13,-0.83,-2.55,comer
4095,3297,3326,3813,3583,7.07,-0.86,-2.30,0.12,-4.37,comer
4095,4037,3733,4095,4081,3.87,-2.42,-10.04,0.11,-1.99,comer
4095,4095,3598,4006,4095,6.64,2.93,-6.56,0.81,-0.90,comer
4095,4095,3767,4095,4095,4.32,3.83,-10.31,0.12,-0.50,comer
4095,4095,3839,4095,4095,4.61,3.09,-8.84,0.08,-0.04,comer
4095,4095,3869,4095,4095,4.38,3.01,-8.95,0.32,-0.04,comer

4095,4095,3863,4095,4095,0.99,0.51,-2.24,-0.16,1.19,comer
4095,3451,3024,3467,3728,6.96,3.02,-10.59,-1.57,3.16,comer
3890,2980,2917,2715,3006,7.60,2.26,-2.42,-1.53,4.37,comer
3857,2867,2996,2661,2813,7.36,-2.79,6.47,0.79,0.71,comer
3805,2967,2934,2725,2834,11.30,5.80,-7.27,0.83,-1.09,comer
3856,3136,3184,2793,2891,7.89,-3.32,4.16,1.10,3.48,comer
3879,3125,3055,2773,2819,6.31,-2.74,6.01,-0.94,-2.13,comer
3893,2857,3041,2799,2799,14.82,5.06,-6.99,0.04,1.61,comer
3969,3103,3178,2861,2914,4.90,-1.64,10.04,1.50,0.59,comer
3993,3071,3021,2867,2938,12.56,6.41,-5.93,-0.97,-2.95,comer
3983,3038,3258,2831,2881,6.37,-5.47,3.93,1.37,3.55,comer
3984,3119,3156,2873,2982,1.90,-2.90,10.21,-0.96,-3.16,comer
4095,3271,3391,3090,3202,6.06,0.48,-5.23,-0.30,-4.37,comer
4095,4095,3983,4095,3883,4.95,-0.86,-12.50,0.77,-3.86,comer
4095,4095,3738,4095,4095,5.62,1.63,-9.75,0.37,-0.57,comer

4095,4095,4080,4095,4095,1.09,0.44,-1.94,-0.63,1.26,comer
4095,4095,3299,4067,4095,6.88,3.59,-10.33,-0.59,2.31,comer
4095,3571,3445,3738,3882,8.17,2.71,-4.96,-0.70,3.61,comer
4001,3207,3327,2877,3058,8.48,-2.03,4.45,-1.04,3.23,comer
3853,2975,2978,2672,2775,7.37,-3.24,6.86,-0.33,0.59,comer
3822,2944,2911,2658,2678,11.57,3.99,-5.05,-0.40,-1.39,comer
3837,2957,3083,2725,2714,9.01,-3.47,3.55,1.33,3.45,comer
3894,3191,2998,2699,2719,7.32,-4.95,6.96,-0.86,-2.24,comer
3921,2864,2931,2705,2691,13.60,7.43,-6.25,0.10,0.81,comer
3952,3071,3110,2768,2769,5.82,-1.31,7.88,0.77,0.99,comer
3996,3071,3056,2837,2827,12.96,3.68,-2.86,-1.66,-0.98,comer
4016,3148,3218,2851,2879,5.78,-2.90,7.98,1.89,1.85,comer
