flex1,flex2,flex3,flex4,flex5,ax,ay,az,gx,gy,label
3757,3379,3312,3241,2663,8.58,3.10,3.12,0.97,-0.04,escuela
3746,3375,3248,3205,2647,8.72,3.76,3.21,0.67,-0.28,escuela
3735,3371,3233,3193,2634,9.76,4.69,2.10,0.31,-0.40,escuela
3743,3373,3216,3194,2644,10.06,4.93,1.92,0.39,-0.22,escuela
3754,3371,3184,3216,2651,9.80,4.92,2.19,0.15,-0.04,escuela
3743,3371,3149,3210,2651,10.23,4.62,2.16,-0.24,-0.02,escuela
3743,3376,3133,3274,2670,10.36,4.60,3.19,-1.10,0.10,escuela
3719,3369,3109,3298,2671,10.22,1.92,1.95,-1.27,0.20,escuela

3789,3419,3034,3280,2721,1.95,-0.46,0.79,-0.24,0.34,escuela
3792,3421,3056,3275,2723,9.33,-3.61,4.22,0.09,0.22,escuela
3831,3450,3131,3301,2768,9.00,-2.39,3.54,0.57,0.13,escuela
3800,3418,3138,3249,2710,8.50,-2.28,3.05,0.77,-0.21,escuela
3792,3410,3139,3231,2698,8.37,-1.22,3.02,1.05,-0.19,escuela
3805,3426,3167,3248,2688,8.36,1.23,2.60,1.11,-0.11,escuela
3780,3415,3137,3217,2691,8.66,3.02,2.98,0.93,-0.13,escuela
3765,3418,3124,3206,2683,8.94,2.98,2.93,0.68,-0.39,escuela
3763,3421,3101,3201,2679,9.58,3.21,2.39,0.55,-0.32,escuela
3761,3429,3107,3215,2677,9.49,4.73,2.44,0.32,-0.18,escuela
3762,3438,3118,3206,2691,9.60,5.15,1.30,0.21,-0.03,escuela
3788,3425,3114,3235,2699,9.18,4.57,2.25,-0.03,-0.02,escuela
3766,3428,3103,3265,2695,9.03,3.59,2.73,-0.11,-0.39,escuela
3767,3403,3105,3262,2686,11.40,4.74,1.37,-1.03,-0.36,escuela
3766,3394,3088,3275,2701,10.56,0.94,2.46,-1.47,0.05,escuela

3821,3447,3184,3273,2765,1.67,-0.50,0.64,0.41,0.17,escuela
3836,3440,3203,3248,2757,8.38,-2.33,3.11,0.53,-0.04,escuela
3847,3440,3237,3227,2741,8.72,-1.02,2.20,0.84,-0.18,escuela
3808,3440,3297,3230,2724,8.97,0.54,1.91,1.24,-0.21,escuela
3777,3441,3325,3217,2717,8.99,1.53,2.25,1.06,-0.21,escuela
3761,3434,3301,3205,2710,9.23,2.65,2.36,0.89,-0.17,escuela
3744,3439,3280,3223,2705,9.33,3.59,2.51,0.39,-0.45,escuela
3734,3435,3230,3214,2713,10.30,2.95,1.70,0.33,-0.41,escuela
3730,3435,3204,3222,2707,10.27,3.24,1.43,0.20,-0.32,escuela
3729,3434,3199,3237,2722,10.10,2.57,1.61,-0.17,-0.18,escuela
3743,3429,3149,3286,2736,10.71,2.64,1.96,-0.53,0.10,escuela
3751,3431,3136,3312,2751,10.44,1.97,2.81,-0.98,0.23,escuela
3761,3417,3099,3342,2739,10.53,0.96,2.32,-1.11,0.17,escuela
3792,3424,3083,3375,2743,10.84,0.31,2.45,-0.99,0.42,escuela
3817,3431,3088,3392,2737,9.31,-0.58,3.14,-1.11,0.57,escuela

3856,3505,3161,3344,2767,1.78,-0.28,0.57,-0.08,-0.05,escuela
3871,3490,3147,3349,2783,10.18,-1.48,2.95,-0.12,-0.10,escuela
3865,3495,3143,3303,2772,10.50,-1.80,3.24,-0.25,0.20,escuela
3866,3479,3142,3303,2775,10.71,-3.84,4.56,-0.23,0.32,escuela
3857,3495,3150,3290,2773,8.75,-3.69,2.13,0.42,-0.05,escuela
3844,3475,3195,3265,2751,7.34,-2.19,0.76,1.23,-0.27,escuela
3821,3478,3237,3264,2752,7.61,1.49,0.88,1.18,-0.10,escuela
3799,3486,3224,3237,2741,8.54,3.67,1.52,1.17,-0.17,escuela
3792,3494,3216,3218,2736,9.14,4.77,2.08,1.02,-0.34,escuela
3814,3487,3211,3217,2748,10.27,5.16,1.41,0.59,-0.43,escuela
3839,3473,3197,3246,2751,9.65,5.10,0.97,0.26,-0.22,escuela
3826,3471,3159,3253,2751,10.77,5.57,1.07,-0.41,-0.08,escuela
3824,3475,3138,3312,2750,11.33,4.05,0.92,-1.08,0.10,escuela
3861,3465,3118,3376,2768,11.07,1.60,2.06,-1.22,0.57,escuela
3856,3467,3085,3431,2800,10.24,-0.58,3.73,-1.47,0.88,escuela

3883,3442,3008,3392,2785,1.78,-0.22,0.54,-0.12,0.14,escuela
3861,3452,2994,3415,2787,10.47,-1.40,3.16,-0.17,0.04,escuela
3856,3433,2982,3407,2798,10.46,-2.60,3.61,-0.05,0.23,escuela
3875,3441,2983,3394,2797,9.93,-2.54,3.38,0.31,0.20,escuela
3863,3442,3024,3375,2787,9.07,-2.47,2.94,0.54,0.09,escuela
3867,3440,3046,3359,2778,8.72,-1.36,2.23,0.86,-0.05,escuela
3881,3453,3086,3307,2775,8.71,-0.05,1.94,1.14,-0.24,escuela
3899,3439,3088,3265,2787,8.81,0.58,2.49,0.87,-0.05,escuela
3899,3451,3088,3260,2768,8.86,1.89,2.79,0.85,-0.10,escuela
3891,3439,3066,3242,2762,9.30,3.69,2.69,0.78,-0.28,escuela
3885,3451,3057,3227,2765,9.78,3.63,1.90,0.68,-0.32,escuela
3892,3443,3056,3234,2759,9.70,4.43,1.35,0.62,-0.17,escuela
3873,3441,3051,3255,2769,9.75,4.41,1.78,0.23,0.02,escuela
3881,3451,3053,3247,2767,10.29,4.79,2.47,-0.46,-0.03,escuela
3870,3437,3030,3265,2774,10.61,3.11,2.38,-1.23,-0.07,escuela

3922,3466,2997,3683,2843,1.77,-0.21,0.72,-0.05,-0.11,escuela
